country_code,country_name,year,ladder,log_gdp,social_support,life_exp_healthy,freedom,generosity,corruption,gdp_pc_ppp,life_exp,internet_pct,urban_pct,education_spend_pct,fdi_pct
COL,Colombia,2023,5.63040018081665,9.584429740905762,0.8216689825057983,69.34968566894531,0.8042616844177246,-0.1043145880103111,0.83354651927948,18458.7209460704,76.508,72.79637855,78.0464633137335,,4.97124137726565
DOM,Dominican Republic,2023,5.568900108337402,9.810591697692873,0.8270636200904846,64.39896392822266,0.8500227928161621,-0.0987941995263099,0.6567947268486023,22986.95808105,74.211,81.51269675,72.4203155643711,3.61088872070271,3.56897098132173
ECU,Ecuador,2023,5.558899879455566,9.270211219787598,0.8057536482810974,69.0002212524414,0.8022295236587524,-0.1076728552579879,0.8325657844543457,14186.6388544625,76.577,69.71811356,63.0901835932266,3.61301994323731,0.759467924339618
PER,Peru,2023,5.525899887084961,9.401518821716309,0.7979649901390076,69.84983825683594,0.7943701148033142,-0.1188521385192871,0.8917118310928345,15559.821643644,76.834,74.67495213,84.3663554951194,3.83975005149841,4.55221582089149
PHL,Philippines,2023,5.522900104522705,8.978732109069824,0.7799321413040161,62.03751754760742,0.9185475707054138,-0.0598896220326423,0.7320905923843384,9457.10395402883,69.472,75.21114422,54.7902343568327,3.57960089528426,2.3475097233369
BGR,Bulgaria,2023,5.466100215911865,10.086685180664062,0.9182446599006652,66.49977111816406,0.8005364537239075,-0.0568269826471805,0.9109797477722168,32433.7937497005,74.1609756097561,79.12686326,73.4799164005224,4.50109004974365,5.24661564677497
NPL,Nepal,2023,5.360300064086914,8.256011962890625,0.7478566765785217,61.84700012207031,0.8079494833946228,0.1459351778030395,0.7833759188652039,4763.38751073946,70.087,45.45080185,66.2992968721053,4.13645081690396,0.160405404733603
ARM,Armenia,2023,5.341700077056885,9.614712715148926,0.7902310490608215,67.78897094726562,0.7956050634384155,-0.1553149670362472,0.7054339051246643,17886.1783877168,74.7658536585366,77.02767465,65.5624462874485,2.4918999671936,4.99991586140552
TJK,Tajikistan,2023,5.329800128936768,8.236533164978027,0.8355719447135925,62.225528717041016,0.8320024609565735,-0.059758573770523,0.5215774178504944,4213.75618362687,71.562,48.91429901,26.1957126615618,5.39829770599001,1.62432287476597
DZA,Algeria,2023,5.329100131988525,9.300213813781738,0.8552190065383911,66.54923248291016,0.5712404251098633,-0.1173740327358245,0.7169064283370972,14782.2002970247,76.129,74.78150177,74.1795862354514,4.74924673000603,0.107187812155079
